pathway_id,entrez_gene_id,pathway_desc
mmu01100,mmu:100039707,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100040843,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100041273,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100041375,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100041585,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100042295,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100042314,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100042503,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100043456,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100043461,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100043497,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100043684,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100043686,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100043688,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100066,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100163,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100198,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100328588,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100470,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100504710,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100559,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100678,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100705,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100727,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100862375,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:100910,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:101490,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:101502,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:102216272,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:102247,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:102448,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:102580,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:102631912,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:103140,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:103142,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:103149,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:103199,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:103534,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:103711,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:103850,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:103963,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:103988,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:104015,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:104086,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:104110,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:104111,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:104112,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:104130,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:104174,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:104418,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:104759,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:104776,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:104923,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:105349,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:105446,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:105663,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:106529,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:106557,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:106564,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:107141,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:107239,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:107272,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:107303348,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:107476,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:107508,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:107569,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:107605,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:107626,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:107650,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:107652,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:107747,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:107766,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:107823,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:107869,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:107885,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:107895,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:108037,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:108083,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:108105,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:108147,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:108148,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:108150,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:108156,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:108645,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:108653,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:108664,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:108682,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:108760,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:108841,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:108902,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:109079,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:109264,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:109652,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:109674,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:109685,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:109729085,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:109731,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:109778,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:109785,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:109801,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:109857,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:109900,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:109959,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110006,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110074,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110078,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110095,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110115,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110119,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110147,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110175,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110196,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110197,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110208,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110323,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110385,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110391,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110417,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110446,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110460,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110524,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110593,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110639,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110695,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110821,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110855,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110911,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110935,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:110948,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:112417,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11298,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11363,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11364,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11370,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:113868,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11409,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:114143,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11416,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11428,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11429,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11430,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11431,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11432,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11433,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:114663,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:114664,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11484,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11486,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:114875,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11512,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11513,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11514,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11515,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11522,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11529,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11532,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11534,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:115487111,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11564,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11565,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11566,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11605,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11611,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11615,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11636,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11637,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11639,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11647,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11648,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11650,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11655,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11656,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11668,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11669,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11670,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11671,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11674,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11676,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11677,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11684,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11685,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11686,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11687,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11688,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11689,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:116939,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11702,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:117147,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:117150,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11717,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11720,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11722,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11754,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11758,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:117592,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11761,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11821,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11846,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11847,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11871,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11872,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11881,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11883,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11886,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11898,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11944,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11945,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11946,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11947,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11949,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11950,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11951,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11957,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11958,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11964,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11966,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11972,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11973,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11974,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11975,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11984,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11992,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:11997,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12012,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12035,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12036,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12039,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12040,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12091,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12116,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12180,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12182,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12183,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12319,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12346,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12349,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12350,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12351,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12352,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12353,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12354,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12359,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12408,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12409,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12411,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12494,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12495,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12496,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12497,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12499,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12583,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12613,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12651,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12660,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12686,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12709,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12715,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12716,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12764,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12846,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12850,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12856,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12857,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12858,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12859,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12861,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12862,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12864,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12865,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12866,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12867,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12868,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12869,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12892,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:12974,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13026,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13063,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13067,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13070,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13072,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13074,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13075,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13076,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13077,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13079,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13081,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13082,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13085,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13086,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13087,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13088,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13089,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13090,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13094,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13095,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13096,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13097,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13098,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13099,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13106,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13109,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13110,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13112,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13113,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13114,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13115,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13117,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13118,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13119,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13121,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13122,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13124,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13135,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13139,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13142,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13166,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13171,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13178,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13180,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13190,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13195,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13200,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13244,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13350,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13360,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13361,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13382,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13433,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13435,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13436,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13478,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13480,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13481,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13595,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13806,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13807,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13808,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13850,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:13885,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14013,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14042,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14043,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:140481,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:140483,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:140494,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14055,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14056,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14081,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14085,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14104,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14120,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14121,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14137,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14151,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14187,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14194,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14198,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14204,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14245,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14261,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14262,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14263,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14287,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14317,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14343,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14344,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14345,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14347,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14348,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14376,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14377,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14378,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14380,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14381,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14387,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14415,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14417,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14420,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14421,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14422,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14423,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14425,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14426,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14430,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14431,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14433,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14447,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14450,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14466,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14528,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14537,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14538,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14544,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14583,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14584,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14593,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14594,Metabolic pathways - Mus musculus (house mouse)
mmu01100,mmu:14595,Metabolic pathways - Mus musculus (house mouse)
